algos,0,1,2,3,4,5,6,7
RF,0.35225,0.483,0.50075,0.621,0.6635,0.7005,0.725,0.75075
resnet,0.245,0.227,0.35575,0.60625,0.752,0.83825,0.8935,0.92
simpleCNN,0.26375,0.23475,0.24925,0.54275,0.6265,0.71375,0.7795,0.84
2layercnn,0.2485,0.25,0.2815,0.27175,0.4065,0.57125,0.71525,0.80775
5layercnn,0.21125,0.33075,0.396,0.6095,0.71575,0.79725,0.8375,0.9065
