algos,0,1,2,3,4,5,6,7
RF,0.668,0.7375,0.7575,0.8225,0.8165,0.8475,0.8655,0.8705
resnet,0.5135,0.545,0.6655,0.8165,0.8895,0.9115,0.9365,0.947
simpleCNN,0.299,0.4745,0.6585,0.8035,0.825,0.831,0.886,0.901
2layercnn,0.455,0.4945,0.501,0.5485,0.7375,0.816,0.8505,0.898
5layercnn,0.479,0.5015,0.7255,0.8075,0.863,0.8805,0.915,0.945
