algos,0,1,2,3,4,5,6,7
RF,0.607,0.785,0.778,0.8255,0.8485,0.88,0.8795,0.891
resnet,0.548,0.4645,0.655,0.8115,0.882,0.926,0.941,0.97
simpleCNN,0.4775,0.52,0.717,0.803,0.862,0.887,0.911,0.9345
2layercnn,0.5485,0.5,0.5,0.5195,0.7035,0.856,0.8855,0.9325
5layercnn,0.4445,0.499,0.7145,0.848,0.8915,0.917,0.948,0.957
