algos,0,1,2,3,4,5,6,7
RF,0.362,0.44625,0.538,0.579,0.618,0.6565,0.67225,0.695
resnet,0.242,0.27025,0.356,0.528,0.66875,0.7605,0.82225,0.87825
simpleCNN,0.25125,0.269,0.36125,0.46,0.57775,0.62875,0.69525,0.7305
2layercnn,0.25,0.3085,0.261,0.26525,0.47925,0.54875,0.62275,0.72
5layercnn,0.23325,0.24975,0.4105,0.586,0.64425,0.72325,0.79375,0.8515
