algos,0,1,2,3,4,5,6,7
RF,0.705,0.757,0.7935,0.8125,0.823,0.87,0.8645,0.885
resnet,0.499,0.466,0.5915,0.7925,0.879,0.916,0.96,0.9685
simpleCNN,0.5265,0.4135,0.7245,0.776,0.8285,0.866,0.903,0.9295
2layercnn,0.536,0.4975,0.5,0.636,0.738,0.794,0.8575,0.923
5layercnn,0.4355,0.5735,0.761,0.843,0.9115,0.949,0.953,0.972
