algos,0,1,2,3,4,5,6,7
RF,0.2782,0.3314,0.4094,0.4794,0.5146,0.5452,0.568,0.5954
resnet,0.2112,0.1812,0.2676,0.4394,0.5694,0.6616,0.7432,0.81
simpleCNN,0.2284,0.1432,0.2838,0.3926,0.4764,0.5192,0.5774,0.6396
2layercnn,0.2008,0.1854,0.2032,0.2126,0.2866,0.4432,0.5038,0.6078
5layercnn,0.185,0.1966,0.27,0.4688,0.5196,0.6298,0.6942,0.767
