algos,0,1,2,3,4,5,6,7
RF,0.36875,0.455,0.50175,0.56975,0.6235,0.6475,0.68425,0.7125
resnet,0.26225,0.20575,0.35,0.56725,0.69475,0.78875,0.846,0.88875
simpleCNN,0.25825,0.29275,0.41125,0.492,0.59325,0.6705,0.74275,0.77575
2layercnn,0.25375,0.25,0.26125,0.3055,0.43075,0.53,0.62275,0.74325
5layercnn,0.24975,0.283,0.35725,0.554,0.70325,0.75975,0.82125,0.861
