algos,0,1,2,3,4,5,6,7
RF,0.3054,0.3776,0.4332,0.4836,0.5562,0.5924,0.6306,0.6518
resnet,0.199,0.1946,0.2932,0.4838,0.6098,0.7012,0.7826,0.8498
simpleCNN,0.1688,0.184,0.2622,0.4268,0.5218,0.5774,0.6328,0.695
2layercnn,0.2004,0.254,0.2534,0.3136,0.3616,0.4374,0.5344,0.6878
5layercnn,0.182,0.1798,0.3226,0.4714,0.5872,0.6816,0.7778,0.815
