algos,0,1,2,3,4,5,6,7
RF,0.571,0.727,0.767,0.822,0.852,0.849,0.8775,0.8905
resnet,0.496,0.475,0.58,0.7795,0.877,0.937,0.974,0.978
simpleCNN,0.4365,0.5265,0.6195,0.739,0.8325,0.8885,0.921,0.9445
2layercnn,0.5,0.555,0.5895,0.6105,0.661,0.759,0.886,0.944
5layercnn,0.5785,0.4975,0.571,0.822,0.906,0.939,0.96,0.9755
