algos,0,1,2,3,4,5,6,7
RF,0.20114285714285715,0.26257142857142857,0.319,0.35385714285714287,0.404,0.458,0.47828571428571426,0.5161428571428571
resnet,0.124,0.1412857142857143,0.18342857142857144,0.31957142857142856,0.482,0.5647142857142857,0.6577142857142857,0.7241428571428571
simpleCNN,0.13614285714285715,0.12971428571428573,0.21885714285714286,0.2772857142857143,0.37485714285714283,0.43685714285714283,0.5171428571428571,0.5804285714285714
2layercnn,0.16228571428571428,0.14485714285714285,0.15871428571428572,0.14042857142857143,0.23185714285714284,0.2842857142857143,0.3995714285714286,0.5497142857142857
5layercnn,0.15571428571428572,0.13657142857142857,0.18585714285714286,0.33314285714285713,0.43742857142857144,0.5465714285714286,0.6131428571428571,0.6867142857142857
