algos,0,1,2,3,4,5,6,7
RF,0.22183333333333333,0.3313333333333333,0.36866666666666664,0.4071666666666667,0.4633333333333333,0.5036666666666667,0.5378333333333334,0.5708333333333333
resnet,0.16933333333333334,0.15683333333333332,0.21216666666666667,0.3621666666666667,0.507,0.6113333333333333,0.7191666666666666,0.7976666666666666
simpleCNN,0.19333333333333333,0.18083333333333335,0.20766666666666667,0.32466666666666666,0.403,0.4751666666666667,0.5746666666666667,0.62
2layercnn,0.1655,0.12466666666666666,0.16266666666666665,0.185,0.2985,0.3636666666666667,0.4731666666666667,0.5848333333333333
5layercnn,0.1965,0.17583333333333334,0.20966666666666667,0.36716666666666664,0.48333333333333334,0.601,0.6641666666666667,0.7595
