algos,0,1,2,3,4,5,6,7
RF,0.327,0.3544,0.445,0.4826,0.5346,0.5798,0.6034,0.623
resnet,0.2048,0.1662,0.2678,0.4848,0.5902,0.6978,0.7818,0.8322
simpleCNN,0.1752,0.2014,0.2386,0.3974,0.4792,0.5702,0.6398,0.68
2layercnn,0.2034,0.1974,0.1858,0.2278,0.312,0.4556,0.5602,0.6544
5layercnn,0.2002,0.1986,0.3114,0.468,0.551,0.6324,0.688,0.7876
