algos,0,1,2,3,4,5,6,7
RF,0.33825,0.451,0.4895,0.559,0.59325,0.64525,0.669,0.697
resnet,0.295,0.239,0.367,0.51525,0.634,0.7185,0.80725,0.86425
simpleCNN,0.291,0.24425,0.3635,0.46075,0.565,0.63075,0.68575,0.74125
2layercnn,0.267,0.23775,0.25,0.28825,0.4195,0.49275,0.60625,0.6865
5layercnn,0.25425,0.2625,0.36875,0.5715,0.64075,0.6865,0.76475,0.83425
