algos,0,1,2,3,4,5,6,7
RF,0.18585714285714286,0.2734285714285714,0.30557142857142855,0.377,0.4085714285714286,0.44857142857142857,0.4827142857142857,0.5241428571428571
resnet,0.12814285714285714,0.1467142857142857,0.20642857142857143,0.3312857142857143,0.485,0.5698571428571428,0.6654285714285715,0.7324285714285714
simpleCNN,0.16442857142857142,0.11385714285714285,0.2337142857142857,0.3027142857142857,0.3862857142857143,0.44742857142857145,0.5174285714285715,0.565
2layercnn,0.13985714285714285,0.12928571428571428,0.17585714285714285,0.14557142857142857,0.27514285714285713,0.3092857142857143,0.42814285714285716,0.53
5layercnn,0.15114285714285713,0.12857142857142856,0.201,0.35014285714285714,0.45714285714285713,0.5337142857142857,0.6198571428571429,0.6894285714285714
