algos,0,1,2,3,4,5,6,7
RF,0.574,0.6145,0.674,0.693,0.74,0.7665,0.777,0.7985
resnet,0.528,0.488,0.5515,0.731,0.796,0.845,0.8855,0.9085
simpleCNN,0.5045,0.4545,0.5145,0.645,0.6835,0.749,0.7935,0.821
2layercnn,0.5,0.4965,0.5,0.6545,0.5375,0.6715,0.746,0.802
5layercnn,0.4815,0.4855,0.5495,0.7125,0.7375,0.7945,0.8555,0.891
