algos,0,1,2,3,4,5,6,7
RF,0.246,0.41775,0.4885,0.54625,0.60875,0.6435,0.68025,0.7085
resnet,0.2515,0.26075,0.37375,0.56925,0.684,0.75925,0.82875,0.88625
simpleCNN,0.312,0.184,0.343,0.45725,0.58275,0.662,0.7255,0.76725
2layercnn,0.2545,0.25425,0.24575,0.399,0.36675,0.50425,0.64575,0.762
5layercnn,0.201,0.26,0.317,0.55525,0.6945,0.7335,0.80575,0.8625
