algos,0,1,2,3,4,5,6,7
RF,0.5905,0.651,0.7595,0.749,0.7925,0.8355,0.8505,0.878
resnet,0.516,0.516,0.6285,0.76,0.8675,0.906,0.9475,0.965
simpleCNN,0.499,0.508,0.633,0.7005,0.8135,0.8765,0.926,0.9375
2layercnn,0.45,0.501,0.5,0.5155,0.632,0.772,0.8995,0.9255
5layercnn,0.461,0.502,0.7,0.806,0.8895,0.9345,0.937,0.961
