algos,0,1,2,3,4,5,6,7
RF,0.556,0.673,0.7825,0.8225,0.857,0.8695,0.8785,0.894
resnet,0.507,0.517,0.671,0.812,0.8935,0.9325,0.9535,0.9685
simpleCNN,0.4335,0.478,0.6295,0.764,0.8105,0.8645,0.8925,0.919
2layercnn,0.5,0.481,0.5,0.4995,0.629,0.7815,0.841,0.9035
5layercnn,0.5,0.499,0.6265,0.8065,0.8775,0.9225,0.955,0.95
