algos,0,1,2,3,4,5,6,7
RF,0.675,0.753,0.7675,0.8065,0.8185,0.872,0.866,0.897
resnet,0.554,0.4875,0.611,0.7695,0.883,0.94,0.964,0.98
simpleCNN,0.507,0.492,0.6815,0.7595,0.833,0.891,0.931,0.945
2layercnn,0.5005,0.497,0.5015,0.61,0.738,0.7705,0.926,0.9465
5layercnn,0.459,0.521,0.6905,0.8495,0.9155,0.944,0.9715,0.9775
