algos,0,1,2,3,4,5,6,7
RF,0.3044,0.339,0.3882,0.4752,0.51,0.5642,0.5944,0.6208
resnet,0.2106,0.1866,0.2634,0.465,0.5802,0.6592,0.7554,0.8162
simpleCNN,0.2072,0.2178,0.2934,0.4146,0.4668,0.5596,0.6382,0.6694
2layercnn,0.1994,0.178,0.2002,0.2,0.2884,0.4196,0.4994,0.6572
5layercnn,0.195,0.2198,0.264,0.4818,0.5838,0.6442,0.7162,0.7428
