algos,0,1,2,3,4,5,6,7
RF,0.5415,0.606,0.6455,0.703,0.746,0.766,0.781,0.7925
resnet,0.517,0.5335,0.608,0.72,0.78,0.8105,0.8595,0.887
simpleCNN,0.501,0.462,0.5535,0.6325,0.69,0.759,0.773,0.8
2layercnn,0.4965,0.502,0.5,0.5565,0.507,0.6195,0.741,0.7745
5layercnn,0.4965,0.5065,0.526,0.696,0.7505,0.7735,0.841,0.8515
