algos,0,1,2,3,4,5,6,7
RF,0.743,0.822,0.805,0.8515,0.8585,0.8675,0.8895,0.901
resnet,0.504,0.5285,0.6505,0.825,0.8985,0.9315,0.946,0.9685
simpleCNN,0.3635,0.3815,0.7535,0.8425,0.858,0.887,0.8995,0.9325
2layercnn,0.4185,0.4345,0.5,0.6075,0.777,0.861,0.883,0.914
5layercnn,0.509,0.4995,0.7685,0.861,0.8965,0.926,0.9535,0.961
