algos,0,1,2,3,4,5,6,7
RF,0.5825,0.7365,0.7415,0.7335,0.776,0.813,0.828,0.847
resnet,0.5135,0.522,0.623,0.7205,0.8295,0.858,0.899,0.9315
simpleCNN,0.4085,0.435,0.5745,0.714,0.7645,0.8055,0.829,0.858
2layercnn,0.499,0.4225,0.5085,0.6665,0.5595,0.749,0.815,0.852
5layercnn,0.3865,0.5395,0.53,0.7845,0.81,0.841,0.863,0.8865
