algos,0,1,2,3,4,5,6,7
RF,0.7525,0.751,0.8005,0.834,0.8505,0.857,0.884,0.8995
resnet,0.474,0.5405,0.6235,0.791,0.8945,0.939,0.967,0.9775
simpleCNN,0.4295,0.522,0.7595,0.785,0.8445,0.885,0.9255,0.9425
2layercnn,0.501,0.497,0.5495,0.715,0.781,0.8255,0.877,0.926
5layercnn,0.445,0.508,0.6605,0.86,0.8965,0.9305,0.9575,0.9665
