algos,0,1,2,3,4,5,6,7
RF,0.353,0.40675,0.4785,0.57275,0.622,0.65475,0.67925,0.708
resnet,0.2355,0.26775,0.3515,0.58625,0.68025,0.7645,0.825,0.87375
simpleCNN,0.2085,0.247,0.35575,0.51125,0.59025,0.65575,0.72075,0.7715
2layercnn,0.24425,0.251,0.29,0.263,0.42075,0.503,0.63975,0.75475
5layercnn,0.21575,0.1955,0.38525,0.61325,0.67625,0.7555,0.801,0.84825
