algos,0,1,2,3,4,5,6,7
RF,0.553,0.58375,0.6035,0.64175,0.665,0.6795,0.69925,0.709
resnet,0.49275,0.59075,0.6725,0.73025,0.774,0.82475,0.86075,0.89125
simpleCNN,0.45275,0.54725,0.567,0.584,0.6545,0.70525,0.73225,0.7645
2layercnn,0.25,0.36225,0.4255,0.49625,0.53175,0.64425,0.7075,0.72975
5layercnn,0.5415,0.604,0.646,0.71925,0.7665,0.80375,0.82425,0.8745
