algos,0,1,2,3,4,5,6,7
RF,0.57775,0.59925,0.622,0.64975,0.68,0.68525,0.7145,0.71575
resnet,0.5795,0.64075,0.72725,0.78425,0.8255,0.85125,0.885,0.90525
simpleCNN,0.4935,0.52125,0.58875,0.65725,0.70175,0.72575,0.7675,0.799
2layercnn,0.25375,0.36575,0.4185,0.52075,0.541,0.673,0.74725,0.7795
5layercnn,0.54625,0.64575,0.687,0.7585,0.79775,0.8215,0.8385,0.864
