algos,0,1,2,3,4,5,6,7
RF,0.54725,0.56325,0.589,0.61125,0.629,0.64275,0.6635,0.6755
resnet,0.5655,0.64925,0.69075,0.744,0.7895,0.81375,0.85325,0.87425
simpleCNN,0.474,0.516,0.57,0.593,0.64375,0.6775,0.706,0.7455
2layercnn,0.301,0.35625,0.4095,0.5055,0.53775,0.61175,0.686,0.698
5layercnn,0.487,0.61725,0.60325,0.68775,0.7225,0.77575,0.80225,0.849
