algos,0,1,2,3,4,5,6,7
RF,0.58225,0.58975,0.61125,0.64875,0.67275,0.68775,0.712,0.73
resnet,0.5575,0.67175,0.7285,0.75125,0.8065,0.846,0.87125,0.90175
simpleCNN,0.5095,0.563,0.60825,0.64675,0.68325,0.7275,0.77,0.79125
2layercnn,0.252,0.27675,0.49475,0.569,0.5595,0.70925,0.7355,0.76025
5layercnn,0.5255,0.642,0.69325,0.72,0.77525,0.78575,0.85275,0.87325
