algos,0,1,2,3,4,5,6,7
RF,0.4756,0.5026,0.5382,0.5636,0.594,0.6164,0.6314,0.64
resnet,0.5034,0.5876,0.6512,0.6764,0.7638,0.7998,0.8374,0.8596
simpleCNN,0.4084,0.4612,0.5526,0.579,0.6338,0.6602,0.7062,0.7338
2layercnn,0.2442,0.3344,0.3974,0.424,0.51,0.6398,0.6786,0.7174
5layercnn,0.4988,0.5414,0.6274,0.638,0.7084,0.7522,0.7954,0.8146
