algos,0,1,2,3,4,5,6,7
RF,0.4896,0.5126,0.5362,0.5632,0.5724,0.5926,0.6082,0.6318
resnet,0.456,0.5548,0.6304,0.6688,0.7554,0.7832,0.8308,0.8578
simpleCNN,0.4186,0.467,0.5124,0.5536,0.6196,0.6478,0.6792,0.7048
2layercnn,0.231,0.3788,0.4074,0.3632,0.5028,0.586,0.6382,0.6924
5layercnn,0.4868,0.5226,0.6028,0.6486,0.6808,0.741,0.7716,0.824
