algos,0,1,2,3,4,5,6,7
RF,0.5175,0.58775,0.60475,0.6165,0.641,0.66225,0.67475,0.68
resnet,0.54,0.60325,0.65275,0.7265,0.78725,0.81875,0.86225,0.88475
simpleCNN,0.44975,0.543,0.5875,0.62825,0.63825,0.698,0.68525,0.74525
2layercnn,0.4365,0.35175,0.45125,0.51475,0.56325,0.61825,0.69375,0.726
5layercnn,0.484,0.58975,0.651,0.6965,0.74275,0.7615,0.8205,0.8705
