algos,0,1,2,3,4,5,6,7
RF,0.4368,0.4694,0.496,0.5258,0.5434,0.5596,0.5878,0.6102
resnet,0.4614,0.5612,0.6294,0.5946,0.7088,0.756,0.7796,0.8188
simpleCNN,0.4292,0.4406,0.4808,0.5368,0.5862,0.6126,0.6446,0.677
2layercnn,0.2422,0.2644,0.3758,0.421,0.4956,0.5714,0.6402,0.671
5layercnn,0.4548,0.5168,0.589,0.6102,0.652,0.6926,0.729,0.759
