algos,0,1,2,3,4,5,6,7
RF,0.483,0.5112,0.5482,0.568,0.6008,0.614,0.6274,0.6466
resnet,0.5022,0.5728,0.631,0.653,0.7596,0.7866,0.8352,0.8664
simpleCNN,0.4168,0.4678,0.5102,0.5678,0.6256,0.6494,0.6724,0.7212
2layercnn,0.203,0.3518,0.4098,0.418,0.514,0.5912,0.6752,0.7028
5layercnn,0.4912,0.515,0.6206,0.6646,0.7118,0.7392,0.7516,0.8314
