algos,0,1,2,3,4,5
RF,0.7192,0.7062999999999999,0.7513,0.7703,0.7975000000000001,0.821
resnet,0.7360000000000001,0.8698,0.909,0.9274000000000001,0.9538,0.9631000000000001
