algos,0,1,2,3,4,5
RF,0.6921999999999999,0.7267000000000001,0.7558,0.7794000000000001,0.8027,0.8222999999999999
resnet,0.7754,0.8678000000000001,0.9045,0.9366999999999999,0.9532,0.9702
