algos,0,1,2,3,4,5
RF,0.6885,0.7277,0.7517,0.7714,0.7995,0.8207999999999999
resnet,0.8223,0.8558,0.9090999999999999,0.9324999999999999,0.9547000000000001,0.9696999999999999
