algos,0,1,2,3,4,5
RF,0.6336,0.7155000000000001,0.7485999999999999,0.7797,0.8034000000000001,0.8188000000000001
resnet,0.7769,0.8544,0.9063999999999999,0.9389,0.9545999999999999,0.9678000000000001
