algos,0,1,2,3,4,5
RF,0.6823,0.733,0.7484,0.7786,0.8002,0.8193999999999999
resnet,0.7762,0.8574999999999999,0.9081999999999999,0.9353999999999999,0.9596,0.9684999999999999
