algos,0,1,2,3,4,5
RF,0.6336,0.7155000000000001,0.7485999999999999,0.7797,0.8034000000000001,0.8188000000000001
resnet,0.7769,0.8544,0.9064,0.9389,0.9546,0.9678
cnn32,0.4775,0.4835,0.5015,0.5475,0.561,0.6095
cnn32_2_layer,0.448,0.474,0.5255,0.552,0.5905,0.6395
