algos,0,1,2,3,4,5
RF,0.6991999999999999,0.7192999999999999,0.7529000000000001,0.7825000000000001,0.7968,0.8181
resnet,0.7857999999999999,0.8583999999999999,0.8950000000000001,0.9381999999999999,0.9574,0.9702
