algos,0,1,2,3,4,5
RF,0.6336,0.7155000000000001,0.7485999999999999,0.7797,0.8034000000000001,0.8188000000000001
resnet,0.7769,0.8544,0.9064,0.9389,0.9546,0.9678
cnn32,0.4735,0.48,0.488,0.5335,0.573,0.6355
cnn32_2_layer,0.437,0.4895,0.519,0.5605,0.587,0.662
