algos,0,1,2,3,4,5
RF,0.6998000000000001,0.7297,0.75,0.778,0.8036,0.8217000000000001
resnet,0.7657,0.8648,0.9047000000000001,0.9301999999999999,0.9528000000000001,0.9661
