algos,0,1,2,3,4,5
RF,0.6527,0.7005000000000001,0.7511,0.7737,0.7976000000000001,0.8213999999999999
resnet,0.7565999999999999,0.8751000000000001,0.8974,0.9413,0.9567,0.9673999999999999
