algos,0,1,2,3,4,5
RF,0.6336,0.7155000000000001,0.7485999999999999,0.7797,0.8034000000000001,0.8188000000000001
resnet,0.7769,0.8544,0.9064,0.9389,0.9546,0.9678
cnn32,0.4725,0.4855,0.486,0.548,0.6085,0.6435
cnn32_2_layer,0.4255,0.483,0.5015,0.564,0.6105,0.6605
